period,Series_reference,Data_value,Units,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Magnitude
2010.03,SNEA.S2NB0200S400C0,304,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2011.03,SNEA.S2NB0200S400C0,308,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2012.03,SNEA.S2NB0200S400C0,352,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2013.03,SNEA.S2NB0200S400C0,367,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2014.03,SNEA.S2NB0200S400C0,394,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2015.03,SNEA.S2NB0200S400C0,436,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2016.03,SNEA.S2NB0200S400C0,478,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2017.03,SNEA.S2NB0200S400C0,495,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2018.03,SNEA.S2NB0200S400C0,521,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2019.03,SNEA.S2NB0200S400C0,510,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2020.03,SNEA.S2NB0200S400C0,504,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2021.03,SNEA.S2NB0200S400C0,495,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2022.03,SNEA.S2NB0200S400C0,535,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2023.03,SNEA.S2NB0200S400C0,599,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2024.03,SNEA.S2NB0200S400C0,658,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
2025.03,SNEA.S2NB0200S400C0,713,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Non-profit institutions serving households,All control,,6
1987.03,SNEA.S2NB0200S500C1,3015,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1988.03,SNEA.S2NB0200S500C1,3502,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1989.03,SNEA.S2NB0200S500C1,4309,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1990.03,SNEA.S2NB0200S500C1,4670,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1991.03,SNEA.S2NB0200S500C1,5303,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1992.03,SNEA.S2NB0200S500C1,5533,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1993.03,SNEA.S2NB0200S500C1,5339,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1994.03,SNEA.S2NB0200S500C1,5405,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1995.03,SNEA.S2NB0200S500C1,5597,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1996.03,SNEA.S2NB0200S500C1,6282,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1997.03,SNEA.S2NB0200S500C1,6752,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1998.03,SNEA.S2NB0200S500C1,7116,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1999.03,SNEA.S2NB0200S500C1,7217,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2000.03,SNEA.S2NB0200S500C1,7238,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2001.03,SNEA.S2NB0200S500C1,7283,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2002.03,SNEA.S2NB0200S500C1,7408,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2003.03,SNEA.S2NB0200S500C1,7857,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2004.03,SNEA.S2NB0200S500C1,8405,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2005.03,SNEA.S2NB0200S500C1,8985,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2006.03,SNEA.S2NB0200S500C1,9570,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2007.03,SNEA.S2NB0200S500C1,10083,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2008.03,SNEA.S2NB0200S500C1,10840,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2009.03,SNEA.S2NB0200S500C1,10835,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2010.03,SNEA.S2NB0200S500C1,10099,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2011.03,SNEA.S2NB0200S500C1,11193,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2012.03,SNEA.S2NB0200S500C1,11804,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2013.03,SNEA.S2NB0200S500C1,12375,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2014.03,SNEA.S2NB0200S500C1,13094,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2015.03,SNEA.S2NB0200S500C1,13948,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2016.03,SNEA.S2NB0200S500C1,14700,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2017.03,SNEA.S2NB0200S500C1,15738,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2018.03,SNEA.S2NB0200S500C1,17043,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2019.03,SNEA.S2NB0200S500C1,18184,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2020.03,SNEA.S2NB0200S500C1,19635,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2021.03,SNEA.S2NB0200S500C1,21100,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2022.03,SNEA.S2NB0200S500C1,22346,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2023.03,SNEA.S2NB0200S500C1,24551,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2024.03,SNEA.S2NB0200S500C1,27304,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
2025.03,SNEA.S2NB0200S500C1,28082,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Households,National private control,,6
1999.03,SNEA.S2NB0210S100C0,21834,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2000.03,SNEA.S2NB0210S100C0,24640,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2001.03,SNEA.S2NB0210S100C0,26705,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2002.03,SNEA.S2NB0210S100C0,28830,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2003.03,SNEA.S2NB0210S100C0,31773,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2004.03,SNEA.S2NB0210S100C0,33041,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2005.03,SNEA.S2NB0210S100C0,35311,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2006.03,SNEA.S2NB0210S100C0,37044,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2007.03,SNEA.S2NB0210S100C0,38116,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2008.03,SNEA.S2NB0210S100C0,41669,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2009.03,SNEA.S2NB0210S100C0,41444,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2010.03,SNEA.S2NB0210S100C0,41453,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2011.03,SNEA.S2NB0210S100C0,43076,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2012.03,SNEA.S2NB0210S100C0,42595,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2013.03,SNEA.S2NB0210S100C0,45497,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2014.03,SNEA.S2NB0210S100C0,48491,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2015.03,SNEA.S2NB0210S100C0,52833,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2016.03,SNEA.S2NB0210S100C0,54871,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2017.03,SNEA.S2NB0210S100C0,55373,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2018.03,SNEA.S2NB0210S100C0,60789,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2019.03,SNEA.S2NB0210S100C0,62144,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2020.03,SNEA.S2NB0210S100C0,66801,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2021.03,SNEA.S2NB0210S100C0,71954,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2022.03,SNEA.S2NB0210S100C0,73524,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2023.03,SNEA.S2NB0210S100C0,81164,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2024.03,SNEA.S2NB0210S100C0,81530,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
2025.03,SNEA.S2NB0210S100C0,81329,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-financial business enterprises,All control,,6
1999.03,SNEA.S2NB0210S111C9,18958,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2000.03,SNEA.S2NB0210S111C9,21994,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2001.03,SNEA.S2NB0210S111C9,24232,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2002.03,SNEA.S2NB0210S111C9,26187,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2003.03,SNEA.S2NB0210S111C9,28598,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2004.03,SNEA.S2NB0210S111C9,29370,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2005.03,SNEA.S2NB0210S111C9,31823,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2006.03,SNEA.S2NB0210S111C9,32797,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2007.03,SNEA.S2NB0210S111C9,33983,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2008.03,SNEA.S2NB0210S111C9,36983,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2009.03,SNEA.S2NB0210S111C9,36938,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2010.03,SNEA.S2NB0210S111C9,36700,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2011.03,SNEA.S2NB0210S111C9,37782,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2012.03,SNEA.S2NB0210S111C9,36767,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2013.03,SNEA.S2NB0210S111C9,39655,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2014.03,SNEA.S2NB0210S111C9,42120,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2015.03,SNEA.S2NB0210S111C9,45667,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2016.03,SNEA.S2NB0210S111C9,48004,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2017.03,SNEA.S2NB0210S111C9,48709,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2018.03,SNEA.S2NB0210S111C9,53587,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2019.03,SNEA.S2NB0210S111C9,55875,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2020.03,SNEA.S2NB0210S111C9,60600,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2021.03,SNEA.S2NB0210S111C9,66571,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2022.03,SNEA.S2NB0210S111C9,67856,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2023.03,SNEA.S2NB0210S111C9,74509,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
2024.03,SNEA.S2NB0210S111C9,74995,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Corporate business enterprises,National private and foreign control,,6
1999.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2000.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2001.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2002.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2003.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2004.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2005.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2006.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2007.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2008.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2009.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2010.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2011.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2012.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2013.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2014.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2015.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2016.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2017.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2018.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2019.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2020.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2021.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2022.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2023.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
2024.03,SNEA.S2NB0210S121C0,0,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Non-corporate business enterprises,All control,,6
1999.03,SNEA.S2NB0210S200C0,1403,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2000.03,SNEA.S2NB0210S200C0,1787,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2001.03,SNEA.S2NB0210S200C0,2198,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2002.03,SNEA.S2NB0210S200C0,2597,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2003.03,SNEA.S2NB0210S200C0,2919,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2004.03,SNEA.S2NB0210S200C0,3462,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2005.03,SNEA.S2NB0210S200C0,3710,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2006.03,SNEA.S2NB0210S200C0,3404,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2007.03,SNEA.S2NB0210S200C0,2886,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2008.03,SNEA.S2NB0210S200C0,2672,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2009.03,SNEA.S2NB0210S200C0,3539,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2010.03,SNEA.S2NB0210S200C0,5462,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2011.03,SNEA.S2NB0210S200C0,4419,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2012.03,SNEA.S2NB0210S200C0,5015,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2013.03,SNEA.S2NB0210S200C0,4993,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2014.03,SNEA.S2NB0210S200C0,5653,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2015.03,SNEA.S2NB0210S200C0,6060,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2016.03,SNEA.S2NB0210S200C0,6943,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2017.03,SNEA.S2NB0210S200C0,7431,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2018.03,SNEA.S2NB0210S200C0,8535,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2019.03,SNEA.S2NB0210S200C0,8774,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2020.03,SNEA.S2NB0210S200C0,8859,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2021.03,SNEA.S2NB0210S200C0,8743,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2022.03,SNEA.S2NB0210S200C0,9771,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2023.03,SNEA.S2NB0210S200C0,12942,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2024.03,SNEA.S2NB0210S200C0,14435,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
2025.03,SNEA.S2NB0210S200C0,14667,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus,Financial business enterprises,All control,,6
1999.03,SNEA.S2NB0300S100C0,15550,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
2000.03,SNEA.S2NB0300S100C0,16883,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Gross mixed income,Non-financial business enterprises,All control,,6
