period,Series_reference,Data_value,Units,STATUS,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Magnitude
2017.03,SNEA.S2ND7501S500C1,2852,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2018.03,SNEA.S2ND7501S500C1,2742,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2019.03,SNEA.S2ND7501S500C1,2767,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2020.03,SNEA.S2ND7501S500C1,2961,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2021.03,SNEA.S2ND7501S500C1,3202,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2022.03,SNEA.S2ND7501S500C1,3237,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2023.03,SNEA.S2ND7501S500C1,3787,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2024.03,SNEA.S2ND7501S500C1,3564,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
2025.03,SNEA.S2ND7501S500C1,3563,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Households,National private control,,6
1999.03,SNEA.S2ND7501S600C2,501,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2000.03,SNEA.S2ND7501S600C2,532,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2001.03,SNEA.S2ND7501S600C2,622,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2002.03,SNEA.S2ND7501S600C2,637,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2003.03,SNEA.S2ND7501S600C2,639,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2004.03,SNEA.S2ND7501S600C2,638,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2005.03,SNEA.S2ND7501S600C2,645,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2006.03,SNEA.S2ND7501S600C2,676,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2007.03,SNEA.S2ND7501S600C2,702,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2008.03,SNEA.S2ND7501S600C2,715,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2009.03,SNEA.S2ND7501S600C2,815,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2010.03,SNEA.S2ND7501S600C2,703,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2011.03,SNEA.S2ND7501S600C2,773,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2012.03,SNEA.S2ND7501S600C2,777,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2013.03,SNEA.S2ND7501S600C2,795,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2014.03,SNEA.S2ND7501S600C2,817,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2015.03,SNEA.S2ND7501S600C2,1201,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2016.03,SNEA.S2ND7501S600C2,1119,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2017.03,SNEA.S2ND7501S600C2,1320,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2018.03,SNEA.S2ND7501S600C2,1398,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2019.03,SNEA.S2ND7501S600C2,1582,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2020.03,SNEA.S2ND7501S600C2,1472,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2021.03,SNEA.S2ND7501S600C2,1570,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2022.03,SNEA.S2ND7501S600C2,1541,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2023.03,SNEA.S2ND7501S600C2,1961,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2024.03,SNEA.S2ND7501S600C2,1946,Dollars,REVISED,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
2025.03,SNEA.S2ND7501S600C2,1631,Dollars,PROVISIONAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid,Rest of the world,Foreign control,,6
1987.03,SNEA.S2ND7510S500C1,40,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1988.03,SNEA.S2ND7510S500C1,50,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1989.03,SNEA.S2ND7510S500C1,49,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1990.03,SNEA.S2ND7510S500C1,51,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1991.03,SNEA.S2ND7510S500C1,41,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1992.03,SNEA.S2ND7510S500C1,51,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1993.03,SNEA.S2ND7510S500C1,55,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1994.03,SNEA.S2ND7510S500C1,53,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1995.03,SNEA.S2ND7510S500C1,94,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1996.03,SNEA.S2ND7510S500C1,105,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1997.03,SNEA.S2ND7510S500C1,105,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1998.03,SNEA.S2ND7510S500C1,125,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
1999.03,SNEA.S2ND7510S500C1,167,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2000.03,SNEA.S2ND7510S500C1,204,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2001.03,SNEA.S2ND7510S500C1,213,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2002.03,SNEA.S2ND7510S500C1,289,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2003.03,SNEA.S2ND7510S500C1,358,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2004.03,SNEA.S2ND7510S500C1,372,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2005.03,SNEA.S2ND7510S500C1,368,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2006.03,SNEA.S2ND7510S500C1,351,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2007.03,SNEA.S2ND7510S500C1,367,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2008.03,SNEA.S2ND7510S500C1,406,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2009.03,SNEA.S2ND7510S500C1,390,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2010.03,SNEA.S2ND7510S500C1,357,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2011.03,SNEA.S2ND7510S500C1,316,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2012.03,SNEA.S2ND7510S500C1,308,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2013.03,SNEA.S2ND7510S500C1,272,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2014.03,SNEA.S2ND7510S500C1,273,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2015.03,SNEA.S2ND7510S500C1,296,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2016.03,SNEA.S2ND7510S500C1,137,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2017.03,SNEA.S2ND7510S500C1,254,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2018.03,SNEA.S2ND7510S500C1,193,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2019.03,SNEA.S2ND7510S500C1,296,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2020.03,SNEA.S2ND7510S500C1,263,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2021.03,SNEA.S2ND7510S500C1,229,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2022.03,SNEA.S2ND7510S500C1,336,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
2023.03,SNEA.S2ND7510S500C1,375,Dollars,FINAL,National Accounts - SNA 2008 - SNE,Current Prices,Miscellaneous current transfers paid - fines and penalties,Households,National private control,,6
